City,City Latitude,City Longitude,Venue,id,Venue Latitude,Venue Longitude,Venue Category,Venue Rating
Chicago,41.881644,-87.63209480891294,Cadillac Palace Theatre,4b284c70f964a5202f9224e3,41.88400646666445,-87.63314419432791,Theater,9.1
Chicago,41.881644,-87.63209480891294,Hamilton The Musical,57f44245498e663526dce9e2,41.881049341650346,-87.62881058588185,Theater,9.0
Chicago,41.881644,-87.63209480891294,Revival Food Hall,5751af74cd102f915c2cb3de,41.87956,-87.63055,Food Court,8.8
Chicago,41.881644,-87.63209480891294,JW Marriott Chicago,4cc099891da0a1cd0bf694c6,41.8793371,-87.6328322,Hotel,8.8
Chicago,41.881644,-87.63209480891294,Benjyehuda,50c0f3cce4b00a170e2828c1,41.88140598249916,-87.63239323865992,Falafel Restaurant,8.4
Chicago,41.881644,-87.63209480891294,sweetgreen,593ec2950a464d2a57edaf0f,41.8822007,-87.6290567,Salad Place,8.6
Chicago,41.881644,-87.63209480891294,Starbucks,4b38cc49f964a5207e5025e3,41.88229777,-87.63430689,Coffee Shop,8.4
Chicago,41.881644,-87.63209480891294,Luke's Lobster,555a0c52498ebd33e5cf711e,41.88411976112141,-87.63237498981722,Seafood Restaurant,8.7
Austin,30.2680536,-97.7447642,The Roosevelt Room,5504ef8f498e12606e2b3a10,30.267842,-97.746242,Cocktail Bar,9.2
Austin,30.2680536,-97.7447642,Truluck's Seafood Steak & Crab,4d6c600ba3916dcb9b758a1e,30.266757104122032,-97.74496809262708,Seafood Restaurant,9.0
Austin,30.2680536,-97.7447642,Perry's Steakhouse,4aa06c38f964a520923f20e3,30.269373758193904,-97.74367595773867,Steakhouse,9.0
Austin,30.2680536,-97.7447642,Péché,4a3c3dc9f964a5204ea11fe3,30.266832943848435,-97.74526629373388,Cocktail Bar,8.8
Austin,30.2680536,-97.7447642,Turf N' Surf Poboys,4bb79325314e95219255479d,30.26714285009745,-97.74573921099476,Cajun / Creole Restaurant,8.7
Austin,30.2680536,-97.7447642,Royal Blue Grocery,4d21da6dd7b0b1f7c980209f,30.268378003234933,-97.74267845007364,Grocery Store,8.7
Austin,30.2680536,-97.7447642,The Hideout Theatre,4101a680f964a520630b1fe3,30.268626504029978,-97.74252074142215,Theater,8.8
Austin,30.2680536,-97.7447642,Upstairs at Caroline,59704c66e075506cb46a616a,30.26881041728249,-97.74231022453688,Hotel,8.8
Austin,30.2680536,-97.7447642,Red Ash,574074c1498ec610c4e112d0,30.26558414895398,-97.74496619990391,Italian Restaurant,9.0
Austin,30.2680536,-97.7447642,Houndstooth Coffee,50981188e4b0f94e062c8664,30.266194,-97.743025,Coffee Shop,8.9
Boston,42.3518707,-71.0675653,Four Seasons Hotel Boston,4aaa3040f964a5209d5520e3,42.35246777391014,-71.06875196515551,Hotel,9.1
Boston,42.3518707,-71.0675653,Ostra,5293ef69498e009610e3fdf1,42.35105960328998,-71.06697648104051,Seafood Restaurant,8.9
Boston,42.3518707,-71.0675653,Bistro du Midi,4b3cc11af964a520da8625e3,42.352249183251395,-71.06963394471732,French Restaurant,8.7
Boston,42.3518707,-71.0675653,Cutler Majestic Theatre,4ace7819f964a520bfd020e3,42.351544532626626,-71.06484959658039,Theater,8.8
Boston,42.3518707,-71.0675653,Bliss Spa at W Boston,4c69afe5897b1b8d01e2af17,42.35099467568978,-71.06543185353273,Spa,8.6
Boston,42.3518707,-71.0675653,Maggiano's Little Italy,40b28c80f964a5200ff81ee3,42.350965795462166,-71.06869450038936,Italian Restaurant,8.6
Boston,42.3518707,-71.0675653,Boch Center,4a117b98f964a5201a771fe3,42.35034615104626,-71.06502452136797,Theater,9.0
Boston,42.3518707,-71.0675653,Boston Public Garden,44cf0ff8f964a5201c361fe3,42.35409620792141,-71.06986539610173,Garden,9.6
Boston,42.3518707,-71.0675653,The Bristol Lounge,3fd66200f964a52060ec1ee3,42.352500367098926,-71.06824435515576,Lounge,8.4
Boston,42.3518707,-71.0675653,Exhale,4ae0cff5f964a520c38221e3,42.35141727009805,-71.07034918009622,Spa,8.5
Houston,29.76428215,-95.3674131325204,Wortham Theater Center,4b22fa2af964a5206d5124e3,29.76335289300658,-95.36566257476807,Theater,9.3
Houston,29.76428215,-95.3674131325204,Houston Grand Opera,4bbe9a4085fbb713a61d7167,29.76362297525448,-95.36520404590503,Concert Hall,8.5
Houston,29.76428215,-95.3674131325204,Alley Theatre,4aa33650f964a520b34320e3,29.761671455030886,-95.36531338369234,Theater,9.2
Houston,29.76428215,-95.3674131325204,Hobby Center for the Performing Arts,4ae4e065f964a5200d9f21e3,29.761525580635887,-95.36937625723134,Performing Arts Venue,9.3
Houston,29.76428215,-95.3674131325204,Revention Music Center,4aea3f93f964a5207cba21e3,29.76237785917783,-95.36753305616743,Music Venue,8.1
Houston,29.76428215,-95.3674131325204,Jones Hall,4b1ae482f964a52018f423e3,29.761239817549807,-95.36530148121828,Concert Hall,8.7
Houston,29.76428215,-95.3674131325204,The Blue Fish Bayou Place,4d6af84992f6b60cdca99be0,29.7620478211349,-95.36619257500463,Sushi Restaurant,8.0
Houston,29.76428215,-95.3674131325204,Houston Symphony,4ac96394f964a520cfbf20e3,29.7608909,-95.36500439999999,Performing Arts Venue,8.5
Houston,29.76428215,-95.3674131325204,Sesquicentennial Park,4bb38aa9eb3e95211c48cb0a,29.764213731097716,-95.36579393552005,Park,7.7
Houston,29.76428215,-95.3674131325204,Birraporetti's,4b11cb7ff964a520ca8423e3,29.762461731403604,-95.36466977857937,Italian Restaurant,8.0
Phoenix,33.4518127,-111.9927325,Speedy Street Tacos,55f8f8bb498ea52d32e0c372,33.4485684907668,-111.99516616321098,Taco Place,8.6
Phoenix,33.4518127,-111.9927325,Bloom Dispensary,51899feb498eeae46a8efe15,33.447499512302315,-111.99179170230312,Marijuana Dispensary,8.2
Phoenix,33.4518127,-111.9927325,The Lunch Lounge,4d40756acb84b60ca27086ab,33.4540409,-111.9865761,Café,8.2
Phoenix,33.4518127,-111.9927325,Hilton Garden Inn,4babe63df964a52065d33ae3,33.45167710647431,-111.99725704642333,Hotel,7.6
Phoenix,33.4518127,-111.9927325,PHX Skytrain Station,4f315982e4b0951ff496ad20,33.446822435002105,-111.99031591415405,Light Rail Station,7.9
Phoenix,33.4518127,-111.9927325,Residence Inn Phoenix Airport,4ba407e6f964a5209e7938e3,33.45655246674776,-111.98658160865307,Hotel,8.4
Phoenix,33.4518127,-111.9927325,Radisson Hotel Phoenix Airport,4b87780ff964a52025c031e3,33.45326706451083,-111.98623560749638,Hotel,7.0
Phoenix,33.4518127,-111.9927325,Aloft Phoenix-Airport,4ab56d28f964a5208e7420e3,33.448594081198635,-111.986022712681,Hotel,7.1
Phoenix,33.4518127,-111.9927325,Crowne Plaza Phoenix Airport,4abb9a03f964a520178420e3,33.44885809618918,-111.9885211865082,Hotel,6.8
Phoenix,33.4518127,-111.9927325,Papa John's Pizza,4d8cab3bfe8d41bd123fd705,33.44916915893555,-111.99549865722656,Pizza Place,6.5
San Antonio,29.4257188,-98.4892023,The San Antonio River Walk,4c2785965c5ca59305e547fe,29.42431061551175,-98.48855807876475,Pedestrian Plaza,9.3
San Antonio,29.4257188,-98.4892023,The Majestic Theatre,4ad4c000f964a520c4eb20e3,29.426083422504558,-98.49063403446168,Theater,9.2
San Antonio,29.4257188,-98.4892023,La Panaderia,593b37158496ca7ada1e819a,29.426518315491144,-98.4896890679106,Bakery,9.1
San Antonio,29.4257188,-98.4892023,Texas de Brazil - San Antonio,4d1104eaba378cfa46d57b93,29.42646537578659,-98.48897075667819,Restaurant,8.9
San Antonio,29.4257188,-98.4892023,Bohanan's Prime Steaks and Seafood,4b74af6cf964a52054ec2de3,29.42655933035363,-98.49056674110662,Steakhouse,8.8
San Antonio,29.4257188,-98.4892023,Mokara Hotel & Spa,4ad4bffdf964a5205fea20e3,29.42470999491363,-98.49052995443344,Hotel,8.7
San Antonio,29.4257188,-98.4892023,The Empire Theater,4c40ccbbe26920a18d795de7,29.425981416647844,-98.49114993923344,Theater,8.6
San Antonio,29.4257188,-98.4892023,1718 Steakhouse,56ce7ba4498eb1b5bc270096,29.425913105403154,-98.48702205549426,New American Restaurant,8.7
San Antonio,29.4257188,-98.4892023,Hotel Valencia Riverwalk,4ad4bffdf964a5205eea20e3,29.426272912712854,-98.49157343372957,Hotel,8.8
San Antonio,29.4257188,-98.4892023,Rocky Mountain Chocolate Factory,4bd3881a41b9ef3b347500e6,29.42440498098731,-98.48833067761504,Dessert Shop,8.6
San Diego,33.12203435,-117.08237380087587,Filippi's Pizza Grotto,4b47d8c5f964a520614126e3,33.121725,-117.0820236,Italian Restaurant,8.6
San Diego,33.12203435,-117.08237380087587,A Delight Of France,4b536d0bf964a520799c27e3,33.12147640860111,-117.08213716242362,French Restaurant,8.6
San Diego,33.12203435,-117.08237380087587,EscoGelato,4f6e7b59e4b0e0075b9bdf03,33.12190969998816,-117.07964513517605,Ice Cream Shop,8.8
San Diego,33.12203435,-117.08237380087587,Kettle Coffee & Tea,50b3c237e4b0848ab8d5c1e2,33.12193601382186,-117.08098273096886,Coffee Shop,8.4
San Diego,33.12203435,-117.08237380087587,Burger Bench,541c7694498e98957568f95d,33.12261066600697,-117.07920882407234,Burger Joint,8.8
San Diego,33.12203435,-117.08237380087587,Studio 158,4b87ebe5f964a52007d331e3,33.121900424738556,-117.08077441513477,Cosmetics Shop,8.3
San Diego,33.12203435,-117.08237380087587,"California Center for the Arts, Escondido",4bc0a8aab492d13aa095a460,33.12164838746173,-117.08498179727505,Music Venue,8.4
San Diego,33.12203435,-117.08237380087587,Plan 9 Alehouse,523cfc0911d22459e9e94c20,33.122074042842996,-117.08025082313762,Brewery,8.0
San Diego,33.12203435,-117.08237380087587,Signature Bagel and Deli,4b88063cf964a520c6d931e3,33.12126279929792,-117.08570639438035,Bagel Shop,8.4
San Diego,33.12203435,-117.08237380087587,Escondido Farmers Market,4bf326cf706e20a1dfefa798,33.122549750365835,-117.07964094428675,Farmers Market,8.0
Dallas,32.78015365,-96.79907350429801,The Joule,4bc3321adce4eee1287c719d,32.7807089,-96.7984434,Hotel,9.3
Dallas,32.78015365,-96.79907350429801,Bread Zeppelin,586128b08f0be47e424bb38a,32.780308631563905,-96.80074883131836,Salad Place,8.9
Dallas,32.78015365,-96.79907350429801,Weekend,5193bdfc454a90460c1c6129,32.78030886315037,-96.7981907595276,Coffee Shop,8.9
Dallas,32.78015365,-96.79907350429801,CBD Provisions,52051fec93cd21d0b480b44d,32.780745,-96.798429,New American Restaurant,8.7
Dallas,32.78015365,-96.79907350429801,The French Room,4b7f37d5f964a520f11f30e3,32.780092,-96.799769,French Restaurant,8.6
Dallas,32.78015365,-96.79907350429801,AT&T,4b60537cf964a520bfdf29e3,32.77888456979802,-96.79888018771418,Mobile Phone Shop,8.5
Dallas,32.78015365,-96.79907350429801,Spice in the City,54cfc18a498e4f433e49e3d5,32.78001428634041,-96.79782903190993,Indian Restaurant,8.5
Dallas,32.78015365,-96.79907350429801,The Westin Dallas Downtown,56a17841498ecca51c3a96f1,32.780357,-96.8020628,Hotel,8.9
Dallas,32.78015365,-96.79907350429801,The Joule Pool,4fd242c6e4b08f355cd78429,32.78057861328125,-96.79840087890625,Pool,8.4
Dallas,32.78015365,-96.79907350429801,City Hall Bistro,59680f13356b491217aa494c,32.7799,-96.799837,Bistro,8.4
